symbol,yfinance_ticker,company_name,as_of_date,data_bars,candidate_category,is_research_eligible,is_mechanically_qualified,composite_score,is_disqualified,disqualifying_flags,weekly_uptrend,dma_50_above_100,rsi_in_band,atr_contracting,vcp_bbw_contracting,min_liquidity_passed,close,rsi_14,dma_50,dma_100,wma_30,wma_40,atr_contraction_ratio,bb_width_20,avg_20_turnover_cr,vsa_volume_ratio,vsa_spread_ratio,vsa_close_position,is_stopping_volume,is_no_demand,is_no_supply,is_effort_vs_result,most_recent_event_type,most_recent_event_date,possible_LPS,possible_SOS,possible_Spring,is_UTAD_warning,total_events_detected,numeric_evidence,pf_target_price,pf_upside_pct,pf_count_columns,pf_is_stale_anchor,explanation_summary,tradingview_daily_url,tradingview_weekly_url,tradingview_75m_url,chart_review_status,dataset_snapshot_path,dataset_date
FIBERWEB,FIBERWEB.NS,Fiberweb (India) Limited,2026-08-21,899,DISQUALIFIED,True,False,35.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,25.89,24.0,29.86,31.9,,,1.2,0.201,,4.67,1.73,0.27,False,False,False,False,SC,2026-08-21,False,False,False,False,140,"Bar vol_ratio=4.67x, spread_ratio=1.73x, close_pos=0.27. Candidate SC: volume 4.67x 20-period avg (threshold >= 2.0x), spread 1.73x 20-period ATR (threshold >= 1.5x), down-close (Open=26.45, Close=25.89, close pos=0.27), Prior peak=30.50, bar low=25.17, decline=17.5% over prior 10 bars (threshold >= 3.0%)",91.18,252.2,71,True,[DISQUALIFIED] Score: 35.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3AFIBERWEB&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AFIBERWEB&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AFIBERWEB&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
DNAMEDIA,DNAMEDIA.NS,Diligent Media Corporation Limited,2026-08-21,900,DISQUALIFIED,True,False,35.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,2.6,41.5,2.79,2.9,,,1.17,0.182,,2.26,1.26,0.45,False,False,False,False,Spring,2026-08-17,False,False,True,False,133,"Bar vol_ratio=1.55x, spread_ratio=2.64x, close_pos=0.75. Candidate Spring: low=2.28 undercut prior support=2.57 by 11.28%, closed back above support at 2.69 (close pos=0.75, volume 1.55x avg, spread 2.64x ATR)",10.68,310.8,10,True,[DISQUALIFIED] Score: 35.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ADNAMEDIA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ADNAMEDIA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ADNAMEDIA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
CMSINFO,CMSINFO.NS,CMS Info Systems Limited,2026-08-21,901,DISQUALIFIED,True,False,35.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,True,247.0,36.8,274.6,287.64,,,1.09,0.167,,0.84,0.64,0.27,False,False,False,False,Spring,2026-08-17,False,False,True,False,133,"Bar vol_ratio=1.84x, spread_ratio=1.27x, close_pos=0.16. Candidate Spring: low=252.30 undercut prior support=253.40 by 0.43%, closed back above support at 254.35 (close pos=0.16, volume 1.84x avg, spread 1.27x ATR)",590.65,139.1,19,True,[DISQUALIFIED] Score: 35.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ACMSINFO&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ACMSINFO&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ACMSINFO&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
UJJIVANSFB,UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,2026-08-21,901,DISQUALIFIED,True,True,33.0,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,True,True,True,72.07,61.3,65.28,60.93,,,0.86,0.054,,0.47,0.41,0.3,False,True,False,False,UTAD,2026-07-27,False,False,False,True,110,"Bar vol_ratio=1.62x, spread_ratio=0.75x, close_pos=0.21. Candidate UTAD: intrabar high=73.29 exceeded range resistance=72.24 (+1.45%), closed back below at 71.57 (close pos=0.21), elevated volume 1.62x avg (threshold >= 1.5x), spread 0.75x ATR",74.62,3.5,12,False,[DISQUALIFIED] Score: 33.0/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AUJJIVANSFB&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AUJJIVANSFB&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AUJJIVANSFB&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Limited,2026-08-21,901,DISQUALIFIED,True,True,33.0,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,True,True,True,1251.0,63.3,1175.64,1099.98,,,0.97,0.093,,1.44,1.13,0.69,False,False,False,False,UTAD,2026-08-20,False,False,False,True,101,"Bar vol_ratio=3.05x, spread_ratio=1.40x, close_pos=0.25. Candidate UTAD: intrabar high=1266.20 exceeded range resistance=1233.50 (+2.65%), closed back below at 1232.50 (close pos=0.25), elevated volume 3.05x avg (threshold >= 1.5x), spread 1.40x ATR",1254.0,0.2,9,False,[DISQUALIFIED] Score: 33.0/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ANAM-INDIA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ANAM-INDIA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ANAM-INDIA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
DATAPATTNS,DATAPATTNS.NS,Data Patterns (India) Limited,2026-08-21,901,DISQUALIFIED,True,True,33.0,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,True,True,True,4829.9,62.7,4485.18,4191.06,,,0.89,0.127,,2.62,1.5,0.37,False,False,False,False,UTAD,2026-08-21,False,False,False,True,112,"Bar vol_ratio=2.62x, spread_ratio=1.50x, close_pos=0.37. Candidate UTAD: intrabar high=5000.00 exceeded range resistance=4945.12 (+1.11%), closed back below at 4829.90 (close pos=0.37), elevated volume 2.62x avg (threshold >= 1.5x), spread 1.50x ATR",5067.56,4.9,20,False,[DISQUALIFIED] Score: 33.0/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ADATAPATTNS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ADATAPATTNS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ADATAPATTNS&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
UNITDSPR,UNITDSPR.NS,United Spirits Limited,2026-08-21,901,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,False,True,True,True,True,True,1556.0,65.8,1430.09,1354.66,,,0.88,0.044,,1.24,1.29,0.8,False,False,False,False,UTAD,2026-07-29,False,False,False,True,106,"Bar vol_ratio=1.73x, spread_ratio=1.29x, close_pos=0.24. Candidate UTAD: intrabar high=1536.80 exceeded range resistance=1511.90 (+1.65%), closed back below at 1504.40 (close pos=0.24), elevated volume 1.73x avg (threshold >= 1.5x), spread 1.29x ATR",2033.25,30.7,26,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AUNITDSPR&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AUNITDSPR&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AUNITDSPR&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
UNIONBANK,UNIONBANK.NS,Union Bank of India,2026-08-21,901,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,False,True,183.45,58.2,172.77,169.45,,,1.01,0.152,,0.58,0.65,0.34,False,False,False,False,UTAD,2026-07-21,False,False,False,True,128,"Bar vol_ratio=1.78x, spread_ratio=1.22x, close_pos=0.45. Candidate UTAD: intrabar high=179.40 exceeded range resistance=177.49 (+1.08%), closed back below at 176.11 (close pos=0.45), elevated volume 1.78x avg (threshold >= 1.5x), spread 1.22x ATR",267.77,46.0,33,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AUNIONBANK&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AUNIONBANK&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AUNIONBANK&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,2026-08-21,901,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,False,False,True,False,True,1902.4,43.1,1912.14,1843.93,,,0.96,0.072,,0.64,1.03,0.57,False,False,False,False,UTAD,2026-07-31,False,False,False,True,120,"Bar vol_ratio=1.95x, spread_ratio=2.41x, close_pos=0.31. Candidate UTAD: intrabar high=2046.90 exceeded range resistance=2017.30 (+1.47%), closed back below at 1990.50 (close pos=0.31), elevated volume 1.95x avg (threshold >= 1.5x), spread 2.41x ATR",3161.73,66.2,46,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ASUNPHARMA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASUNPHARMA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASUNPHARMA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
STYL,STYL.NS,Seshaasai Technologies Limited,2026-08-21,224,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,False,True,392.55,55.1,355.38,303.86,,,1.06,0.266,,0.54,0.92,0.32,False,False,False,False,UTAD,2026-08-13,False,False,False,True,54,"Bar vol_ratio=1.74x, spread_ratio=1.28x, close_pos=0.37. Candidate UTAD: intrabar high=431.13 exceeded range resistance=422.08 (+2.14%), closed back below at 414.63 (close pos=0.37), elevated volume 1.74x avg (threshold >= 1.5x), spread 1.28x ATR",485.8,23.8,15,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ASTYL&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASTYL&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASTYL&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SIS,SIS.NS,SIS LIMITED,2026-08-21,900,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,False,False,True,False,True,417.75,42.0,430.02,399.26,,,0.93,0.076,,1.14,0.85,0.59,False,False,False,False,UTAD,2026-06-24,False,False,False,True,135,"Bar vol_ratio=14.41x, spread_ratio=2.53x, close_pos=0.20. Candidate UTAD: intrabar high=480.95 exceeded range resistance=444.30 (+8.25%), closed back below at 441.50 (close pos=0.20), elevated volume 14.41x avg (threshold >= 1.5x), spread 2.53x ATR",1177.75,181.9,50,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ASIS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASIS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASIS&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SARLAPOLY,SARLAPOLY.NS,Sarla Performance Fibers Limited,2026-08-21,901,DISQUALIFIED,True,False,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,False,False,True,True,False,97.89,42.5,99.48,95.38,,,0.97,0.056,,0.64,0.65,0.36,False,False,False,False,UTAD,2026-08-06,False,False,False,True,153,"Bar vol_ratio=4.04x, spread_ratio=2.44x, close_pos=0.06. Candidate UTAD: intrabar high=111.00 exceeded range resistance=105.96 (+4.75%), closed back below at 102.15 (close pos=0.06), elevated volume 4.04x avg (threshold >= 1.5x), spread 2.44x ATR",146.69,49.9,65,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ASARLAPOLY&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASARLAPOLY&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASARLAPOLY&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SAHYADRI,SAHYADRI.NS,Sahyadri Industries Limited,2026-08-21,835,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,False,True,374.05,69.8,301.82,285.06,,,1.38,0.36,,0.22,0.63,0.34,False,False,False,False,UTAD,2026-08-13,False,False,False,True,117,"Bar vol_ratio=6.00x, spread_ratio=1.91x, close_pos=0.56. Candidate UTAD: intrabar high=376.47 exceeded range resistance=372.50 (+1.07%), closed back below at 362.62 (close pos=0.56), elevated volume 6.00x avg (threshold >= 1.5x), spread 1.91x ATR",684.55,83.0,27,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ASAHYADRI&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASAHYADRI&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASAHYADRI&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
POONAWALLA,POONAWALLA.NS,Poonawalla Fincorp Limited,2026-08-21,901,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,False,True,True,True,False,True,490.05,56.3,463.0,436.26,,,0.95,0.098,,0.57,0.75,0.12,False,False,False,False,UTAD,2026-08-14,False,False,False,True,111,"Bar vol_ratio=1.71x, spread_ratio=1.20x, close_pos=0.27. Candidate UTAD: intrabar high=511.90 exceeded range resistance=505.00 (+1.37%), closed back below at 497.90 (close pos=0.27), elevated volume 1.71x avg (threshold >= 1.5x), spread 1.20x ATR",1244.95,154.0,52,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3APOONAWALLA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3APOONAWALLA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3APOONAWALLA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
PETRONET,PETRONET.NS,Petronet LNG Limited,2026-08-21,901,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,False,True,293.0,66.3,280.76,274.93,,,1.03,0.07,,0.9,0.62,0.87,False,False,False,False,UTAD,2026-06-16,False,False,False,True,68,"Bar vol_ratio=1.51x, spread_ratio=1.08x, close_pos=0.84. Candidate UTAD: intrabar high=291.80 exceeded range resistance=291.00 (+0.27%), closed back below at 290.55 (close pos=0.84), elevated volume 1.51x avg (threshold >= 1.5x), spread 1.08x ATR",572.87,95.5,51,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3APETRONET&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3APETRONET&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3APETRONET&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
OMAXE,OMAXE.NS,Omaxe Limited,2026-08-21,900,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,False,True,102.55,67.0,87.35,82.91,,,1.21,0.322,,0.43,0.75,0.37,False,False,False,False,UTAD,2026-08-14,False,False,False,True,117,"Bar vol_ratio=8.51x, spread_ratio=2.82x, close_pos=0.28. Candidate UTAD: intrabar high=108.61 exceeded range resistance=101.00 (+7.53%), closed back below at 99.14 (close pos=0.28), elevated volume 8.51x avg (threshold >= 1.5x), spread 2.82x ATR",349.5,240.8,90,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AOMAXE&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AOMAXE&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AOMAXE&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
NEOGEN,NEOGEN.NS,Neogen Chemicals Limited,2026-08-21,901,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,False,True,2230.1,57.5,2069.08,1866.61,,,1.11,0.204,,0.64,0.86,0.43,False,False,False,False,UTAD,2026-08-18,False,False,False,True,140,"Bar vol_ratio=5.97x, spread_ratio=2.26x, close_pos=0.36. Candidate UTAD: intrabar high=2483.90 exceeded range resistance=2372.85 (+4.68%), closed back below at 2328.50 (close pos=0.36), elevated volume 5.97x avg (threshold >= 1.5x), spread 2.26x ATR",3315.11,48.7,42,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ANEOGEN&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ANEOGEN&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ANEOGEN&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,2026-08-21,901,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,True,True,176.81,56.6,163.94,163.59,,,1.04,0.134,,0.49,0.45,0.89,False,True,False,False,UTAD,2026-08-18,False,False,False,True,101,"Bar vol_ratio=3.52x, spread_ratio=1.64x, close_pos=0.10. Candidate UTAD: intrabar high=189.00 exceeded range resistance=183.00 (+3.28%), closed back below at 177.44 (close pos=0.10), elevated volume 3.52x avg (threshold >= 1.5x), spread 1.64x ATR",312.06,76.5,46,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AMRPL&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AMRPL&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AMRPL&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
METROPOLIS,METROPOLIS.NS,Metropolis Healthcare Limited,2026-08-21,901,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,False,False,True,False,True,556.95,48.3,559.51,531.59,,,0.96,0.112,,1.68,1.12,0.82,False,False,False,False,UTAD,2026-07-29,False,False,False,True,114,"Bar vol_ratio=1.58x, spread_ratio=0.86x, close_pos=0.54. Candidate UTAD: intrabar high=598.80 exceeded range resistance=594.00 (+0.81%), closed back below at 591.60 (close pos=0.54), elevated volume 1.58x avg (threshold >= 1.5x), spread 0.86x ATR",1098.35,97.2,37,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AMETROPOLIS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AMETROPOLIS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AMETROPOLIS&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
MEGASTAR,MEGASTAR.NS,Megastar Foods Limited,2026-08-21,900,DISQUALIFIED,True,False,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,False,False,True,True,False,305.7,37.8,339.0,316.28,,,0.82,0.134,,0.36,0.49,0.26,False,False,True,False,SC,2026-07-13,False,False,False,False,110,"Bar vol_ratio=2.32x, spread_ratio=1.87x, close_pos=0.22. Candidate SC: volume 2.32x 20-period avg (threshold >= 2.0x), spread 1.87x 20-period ATR (threshold >= 1.5x), down-close (Open=384.35, Close=366.45, close pos=0.22), Prior peak=386.00, bar low=359.10, decline=7.0% over prior 10 bars (threshold >= 3.0%)",723.85,136.8,70,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AMEGASTAR&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AMEGASTAR&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AMEGASTAR&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
LUMAXIND,LUMAXIND.NS,Lumax Industries Limited,2026-08-21,900,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,False,True,5880.0,61.9,5385.44,5340.35,,,1.22,0.211,,0.58,0.88,0.79,False,False,False,False,UTAD,2026-08-12,False,False,False,True,119,"Bar vol_ratio=1.60x, spread_ratio=1.53x, close_pos=0.28. Candidate UTAD: intrabar high=6189.00 exceeded range resistance=6090.00 (+1.63%), closed back below at 5966.00 (close pos=0.28), elevated volume 1.60x avg (threshold >= 1.5x), spread 1.53x ATR",7511.75,27.8,36,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ALUMAXIND&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ALUMAXIND&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ALUMAXIND&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
IVALUE,IVALUE.NS,Ivalue Infosolutions Limited,2026-08-21,226,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,False,True,True,True,True,True,286.8,57.5,281.17,263.73,,,0.72,0.063,,0.86,1.39,0.63,False,False,False,False,AR,2026-07-01,False,False,False,False,19,"Bar vol_ratio=3.64x, spread_ratio=1.55x, close_pos=0.24. Candidate AR: up bar 1 bar(s) after SC (SC date=2026-06-30 00:00:00, SC price=265.54), Open=271.10, Close=274.65, close pos=0.24, volume 3.64x avg (threshold >= 1.0x), spread 1.55x ATR",451.42,57.4,30,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AIVALUE&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AIVALUE&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AIVALUE&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
GEMAROMA,GEMAROMA.NS,Gem Aromatics Limited,2026-08-21,247,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,False,False,True,False,True,175.79,46.5,184.91,172.68,,,0.88,0.174,,0.75,0.78,0.13,False,False,False,False,UTAD,2026-06-29,False,False,False,True,29,"Bar vol_ratio=1.86x, spread_ratio=1.31x, close_pos=0.78. Candidate UTAD: intrabar high=195.90 exceeded range resistance=193.75 (+1.11%), closed back below at 193.43 (close pos=0.78), elevated volume 1.86x avg (threshold >= 1.5x), spread 1.31x ATR",361.15,105.4,12,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3AGEMAROMA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AGEMAROMA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AGEMAROMA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
DICIND,DICIND.NS,DIC India Limited,2026-08-21,899,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,True,False,False,True,593.9,68.1,523.68,521.74,,,1.24,0.26,,0.77,1.04,0.3,False,False,False,False,UTAD,2026-08-17,False,False,False,True,106,"Bar vol_ratio=2.99x, spread_ratio=2.34x, close_pos=0.42. Candidate UTAD: intrabar high=630.95 exceeded range resistance=606.95 (+3.95%), closed back below at 591.95 (close pos=0.42), elevated volume 2.99x avg (threshold >= 1.5x), spread 2.34x ATR",1935.1,225.8,95,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ADICIND&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ADICIND&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ADICIND&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
CENTENKA,CENTENKA.NS,Century Enka Limited,2026-08-21,900,DISQUALIFIED,True,True,32.5,True,Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,True,True,False,True,True,True,569.15,49.6,546.9,496.12,,,0.75,0.097,,0.17,0.96,0.5,False,False,False,False,UTAD,2026-07-29,False,False,False,True,145,"Bar vol_ratio=7.24x, spread_ratio=2.30x, close_pos=0.07. Candidate UTAD: intrabar high=659.42 exceeded range resistance=641.11 (+2.86%), closed back below at 600.12 (close pos=0.07), elevated volume 7.24x avg (threshold >= 1.5x), spread 2.30x ATR",1142.67,100.8,43,False,[DISQUALIFIED] Score: 32.5/100.0 | DISQUALIFIED: Most recent event is UTAD (Upthrust After Distribution / potential distribution phase).,https://www.tradingview.com/chart/?symbol=NSE%3ACENTENKA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ACENTENKA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ACENTENKA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
