symbol,yfinance_ticker,company_name,as_of_date,data_bars,candidate_category,is_research_eligible,is_mechanically_qualified,composite_score,is_disqualified,disqualifying_flags,weekly_uptrend,dma_50_above_100,rsi_in_band,atr_contracting,vcp_bbw_contracting,min_liquidity_passed,close,rsi_14,dma_50,dma_100,wma_30,wma_40,atr_contraction_ratio,bb_width_20,avg_20_turnover_cr,vsa_volume_ratio,vsa_spread_ratio,vsa_close_position,is_stopping_volume,is_no_demand,is_no_supply,is_effort_vs_result,most_recent_event_type,most_recent_event_date,possible_LPS,possible_SOS,possible_Spring,is_UTAD_warning,total_events_detected,numeric_evidence,pf_target_price,pf_upside_pct,pf_count_columns,pf_is_stale_anchor,explanation_summary,tradingview_daily_url,tradingview_weekly_url,tradingview_75m_url,chart_review_status,dataset_snapshot_path,dataset_date
SUNDARAM,SUNDARAM.NS,Sundaram Multi Pap Limited,2026-08-21,900,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,1.23,49.6,1.27,1.33,,,1.47,0.207,,0.83,0.85,0.17,False,False,False,False,LPS,2026-08-20,True,False,False,False,120,"Bar vol_ratio=0.74x, spread_ratio=1.14x, close_pos=0.00. Candidate LPS: higher low=1.26 vs prior ST low=1.23 (+2.4%), holding above range support=1.03, low volume 0.74x avg (threshold < 0.75x), spread 1.14x ATR, close pos=0.00",2.01,63.4,1,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASUNDARAM&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASUNDARAM&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASUNDARAM&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
STARCEMENT,STARCEMENT.NS,Star Cement Limited,2026-08-21,900,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,True,194.62,31.6,205.32,212.51,,,1.08,0.064,,0.71,0.94,0.63,False,False,False,False,LPS,2026-08-21,True,False,False,False,118,"Bar vol_ratio=0.71x, spread_ratio=0.94x, close_pos=0.63. Candidate LPS: higher low=192.31 vs prior Spring low=191.50 (+0.4%), holding above range support=191.50, low volume 0.71x avg (threshold < 0.75x), spread 0.94x ATR, close pos=0.63",366.3,88.2,55,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASTARCEMENT&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASTARCEMENT&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASTARCEMENT&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SSDL,SSDL.NS,Saraswati Saree Depot Limited,2026-08-21,501,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,58.6,52.4,56.31,58.44,,,1.53,0.328,,0.53,0.99,0.19,False,False,False,False,SOS,2026-08-12,False,True,False,False,100,"Bar vol_ratio=10.49x, spread_ratio=5.28x, close_pos=0.93. Candidate SOS: close=65.03 broke above range resistance=59.90 (+8.56%), strong close position=0.93 (threshold > 0.7), volume 10.49x avg (threshold >= 1.5x), spread 5.28x ATR",80.5,37.4,4,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASSDL&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASSDL&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASSDL&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SRD,SRD.NS,Shankar Lal Rampal Dye-Chem Limited,2026-08-21,464,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,39.43,51.2,39.28,40.96,,,1.07,0.156,,0.72,0.74,0.58,False,False,False,False,LPS,2026-08-19,True,False,False,False,82,"Bar vol_ratio=0.48x, spread_ratio=0.56x, close_pos=0.43. Candidate LPS: higher low=40.52 vs prior Spring low=36.75 (+10.3%), holding above range support=36.00, low volume 0.48x avg (threshold < 0.75x), spread 0.56x ATR, close pos=0.43",72.16,83.0,11,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASRD&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASRD&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASRD&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SPENCERS,SPENCERS.NS,Spencer's Retail Limited,2026-08-21,901,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,True,False,30.4,32.3,34.29,34.79,,,1.02,0.121,,0.92,0.73,0.13,False,False,False,False,LPS,2026-08-20,True,False,False,False,98,"Bar vol_ratio=0.38x, spread_ratio=0.47x, close_pos=0.04. Candidate LPS: higher low=30.50 vs prior Spring low=30.22 (+0.9%), holding above range support=30.22, low volume 0.38x avg (threshold < 0.75x), spread 0.47x ATR, close pos=0.04",57.27,88.4,8,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASPENCERS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASPENCERS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASPENCERS&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SNOWMAN,SNOWMAN.NS,Snowman Logistics Limited,2026-08-21,901,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,True,37.84,48.5,37.84,38.49,,,1.2,0.133,,0.38,0.43,0.45,False,True,False,False,LPS,2026-08-10,True,False,False,False,118,"Bar vol_ratio=0.47x, spread_ratio=0.63x, close_pos=0.18. Candidate LPS: higher low=39.02 vs prior ST low=38.81 (+0.5%), holding above range support=34.46, low volume 0.47x avg (threshold < 0.75x), spread 0.63x ATR, close pos=0.18",61.7,63.1,30,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASNOWMAN&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASNOWMAN&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASNOWMAN&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SILLYMONKS,SILLYMONKS.NS,Silly Monks Entertainment Limited,2026-08-21,899,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,15.69,47.2,16.2,16.43,,,1.08,0.099,,0.16,0.72,0.36,False,False,False,False,LPS,2026-08-10,True,False,False,False,146,"Bar vol_ratio=0.15x, spread_ratio=0.76x, close_pos=0.07. Candidate LPS: higher low=16.07 vs prior Spring low=14.90 (+7.9%), holding above range support=14.90, low volume 0.15x avg (threshold < 0.75x), spread 0.76x ATR, close pos=0.07",78.62,401.1,84,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASILLYMONKS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASILLYMONKS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASILLYMONKS&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SILINV,SILINV.NS,SIL Investments Limited,2026-08-21,900,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,475.25,71.2,425.41,431.16,,,1.25,0.135,,2.39,2.04,0.72,False,False,False,False,SOS,2026-08-21,False,True,False,False,151,"Bar vol_ratio=2.39x, spread_ratio=2.04x, close_pos=0.72. Candidate SOS: close=475.25 broke above range resistance=462.75 (+2.70%), strong close position=0.72 (threshold > 0.7), volume 2.39x avg (threshold >= 1.5x), spread 2.04x ATR",1191.5,150.7,51,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASILINV&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASILINV&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASILINV&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SHREYANIND,SHREYANIND.NS,Shreyans Industries Limited,2026-08-21,899,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,125.33,31.5,136.65,145.78,,,1.01,0.171,,1.44,1.65,0.03,False,False,False,False,LPS,2026-08-18,True,False,False,False,147,"Bar vol_ratio=0.55x, spread_ratio=0.77x, close_pos=0.27. Candidate LPS: higher low=130.12 vs prior Spring low=129.01 (+0.9%), holding above range support=128.00, low volume 0.55x avg (threshold < 0.75x), spread 0.77x ATR, close pos=0.27",265.35,111.7,42,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASHREYANIND&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASHREYANIND&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASHREYANIND&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SHANTIGEAR,SHANTIGEAR.NS,Shanthi Gears Limited,2026-08-21,900,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,True,464.25,73.1,425.66,439.14,,,1.24,0.166,,15.15,4.58,1.0,False,False,False,False,SOS,2026-08-21,False,True,False,False,148,"Bar vol_ratio=15.15x, spread_ratio=4.58x, close_pos=1.00. Candidate SOS: close=464.25 broke above range resistance=460.67 (+0.78%), strong close position=1.00 (threshold > 0.7), volume 15.15x avg (threshold >= 1.5x), spread 4.58x ATR",624.35,34.5,15,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASHANTIGEAR&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASHANTIGEAR&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASHANTIGEAR&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SELMC,SELMC.NS,SEL Manufacturing Company Limited,2026-08-21,899,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,True,False,28.01,51.4,28.46,29.61,,,1.1,0.04,,0.65,1.47,0.19,False,False,False,False,LPS,2026-08-21,True,False,False,False,164,"Bar vol_ratio=0.65x, spread_ratio=1.47x, close_pos=0.19. Candidate LPS: higher low=27.60 vs prior ST low=26.55 (+4.0%), holding above range support=26.00, low volume 0.65x avg (threshold < 0.75x), spread 1.47x ATR, close pos=0.19",58.01,107.1,2,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASELMC&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASELMC&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASELMC&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SAURASHCEM,SAURASHCEM.NS,Saurashtra Cement Limited,2026-08-21,616,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,True,True,58.22,45.8,58.71,59.63,,,1.11,0.214,,0.14,0.46,0.33,False,False,True,False,LPS,2026-08-10,True,False,False,False,85,"Bar vol_ratio=0.19x, spread_ratio=0.82x, close_pos=0.20. Candidate LPS: higher low=60.00 vs prior ST low=59.40 (+1.0%), holding above range support=53.00, low volume 0.19x avg (threshold < 0.75x), spread 0.82x ATR, close pos=0.20",132.7,127.9,24,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ASAURASHCEM&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASAURASHCEM&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASAURASHCEM&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
RUCHIRA,RUCHIRA.NS,Ruchira Papers Limited,2026-08-21,900,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,102.9,41.7,107.33,111.93,,,1.02,0.128,,0.83,0.85,0.24,False,False,False,False,LPS,2026-08-20,True,False,False,False,106,"Bar vol_ratio=0.56x, spread_ratio=0.74x, close_pos=0.27. Candidate LPS: higher low=102.00 vs prior ST low=101.00 (+1.0%), holding above range support=99.91, low volume 0.56x avg (threshold < 0.75x), spread 0.74x ATR, close pos=0.27",210.63,104.7,36,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ARUCHIRA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ARUCHIRA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ARUCHIRA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
RUBFILA,RUBFILA.NS,Rubfila International Limited,2026-08-21,505,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,69.45,45.4,72.02,72.45,,,1.26,0.117,,0.59,0.58,0.27,False,True,False,False,LPS,2026-08-20,True,False,False,False,87,"Bar vol_ratio=0.52x, spread_ratio=0.82x, close_pos=0.39. Candidate LPS: higher low=67.51 vs prior ST low=67.50 (+0.0%), holding above range support=65.65, low volume 0.52x avg (threshold < 0.75x), spread 0.82x ATR, close pos=0.39",107.43,54.7,13,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ARUBFILA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ARUBFILA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ARUBFILA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
RMC,RMC.NS,RMC Switchgears Limited,2026-08-21,100,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,True,258.0,41.2,295.33,355.03,,,1.37,0.488,,0.26,0.47,0.67,False,True,False,False,LPS,2026-08-07,True,False,False,False,8,"Bar vol_ratio=0.65x, spread_ratio=1.67x, close_pos=0.14. Candidate LPS: higher low=331.10 vs prior Spring low=245.40 (+34.9%), holding above range support=245.40, low volume 0.65x avg (threshold < 0.75x), spread 1.67x ATR, close pos=0.14",410.5,59.1,5,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ARMC&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ARMC&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ARMC&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
RETAIL,RETAIL.NS,JHS Svendgaard Retail Ventures Limited,2026-08-21,537,DISQUALIFIED,True,False,50.0,True,Failed all mechanical trend & momentum filters.,False,False,False,False,False,False,17.01,45.9,17.58,18.83,,,1.17,0.155,,0.69,0.97,0.32,False,False,False,False,LPS,2026-08-13,True,False,False,False,91,"Bar vol_ratio=0.47x, spread_ratio=1.30x, close_pos=0.93. Candidate LPS: higher low=16.68 vs prior Spring low=15.90 (+4.9%), holding above range support=15.90, low volume 0.47x avg (threshold < 0.75x), spread 1.30x ATR, close pos=0.93",39.56,132.6,29,False,[DISQUALIFIED] Score: 50.0/100.0 | DISQUALIFIED: Failed all mechanical trend & momentum filters.,https://www.tradingview.com/chart/?symbol=NSE%3ARETAIL&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ARETAIL&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ARETAIL&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
