symbol,yfinance_ticker,company_name,as_of_date,data_bars,candidate_category,is_research_eligible,is_mechanically_qualified,composite_score,is_disqualified,disqualifying_flags,weekly_uptrend,dma_50_above_100,rsi_in_band,atr_contracting,vcp_bbw_contracting,min_liquidity_passed,close,rsi_14,dma_50,dma_100,wma_30,wma_40,atr_contraction_ratio,bb_width_20,avg_20_turnover_cr,vsa_volume_ratio,vsa_spread_ratio,vsa_close_position,is_stopping_volume,is_no_demand,is_no_supply,is_effort_vs_result,most_recent_event_type,most_recent_event_date,possible_LPS,possible_SOS,possible_Spring,is_UTAD_warning,total_events_detected,numeric_evidence,pf_target_price,pf_upside_pct,pf_count_columns,pf_is_stale_anchor,explanation_summary,tradingview_daily_url,tradingview_weekly_url,tradingview_75m_url,chart_review_status,dataset_snapshot_path,dataset_date
20MICRONS,20MICRONS.NS,20 Microns Limited,2026-08-21,900,HIGH_PRIORITY_CANDIDATE,True,True,72.5,False,None,False,True,True,True,True,True,204.19,60.9,196.91,186.39,,,0.72,0.132,,0.75,0.76,0.28,False,False,False,False,LPS,2026-08-18,True,False,False,False,118,"Bar vol_ratio=0.40x, spread_ratio=0.45x, close_pos=0.61. Candidate LPS: higher low=195.20 vs prior ST low=194.61 (+0.3%), holding above range support=176.91, low volume 0.40x avg (threshold < 0.75x), spread 0.45x ATR, close pos=0.61",329.16,61.2,44,False,"[HIGH_PRIORITY_CANDIDATE] Score: 72.5/100.0 | Mech Qual: PASS (Daily DMA(50/100) Up (196.9>186.4), RSI(14) Bullish (60.9), ATR Contraction (0.72<1.0), BBW Contraction) | VSA: Vol Ratio: 0.75x, Close Pos: 0.28 | Candidate Event: LPS (Bar vol_ratio=0.40x, spread_ratio=0.45x, close_pos=0.61. Candidate LPS: higher low=195.20 vs prior ST low=194.61 (+0.3%), holding above range support=176.91, low volume 0.40x avg (threshold < 0.75x), spread 0.45x ATR, close pos=0.61) | P&F Target: ₹329.16 (+61.2% upside)",https://www.tradingview.com/chart/?symbol=NSE%3A20MICRONS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3A20MICRONS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3A20MICRONS&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
WHEELS,WHEELS.NS,Wheels India Limited,2026-08-21,901,HIGH_PRIORITY_CANDIDATE,True,True,70.0,False,None,True,True,True,True,False,True,1512.8,59.2,1494.23,1402.27,,,0.77,0.113,,1.48,1.13,0.78,False,False,False,False,LPS,2026-08-17,True,False,False,False,144,"Bar vol_ratio=0.59x, spread_ratio=0.89x, close_pos=0.18. Candidate LPS: higher low=1408.20 vs prior Spring low=1342.00 (+4.9%), holding above range support=1342.00, low volume 0.59x avg (threshold < 0.75x), spread 0.89x ATR, close pos=0.18",1176.72,-22.2,10,True,"[HIGH_PRIORITY_CANDIDATE] Score: 70.0/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (1494.2>1402.3), RSI(14) Bullish (59.2), ATR Contraction (0.77<1.0)) | VSA: Vol Ratio: 1.48x, Close Pos: 0.78 | Candidate Event: LPS (Bar vol_ratio=0.59x, spread_ratio=0.89x, close_pos=0.18. Candidate LPS: higher low=1408.20 vs prior Spring low=1342.00 (+4.9%), holding above range support=1342.00, low volume 0.59x avg (threshold < 0.75x), spread 0.89x ATR, close pos=0.18) | P&F Target: ₹1176.72 (+-22.2% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AWHEELS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AWHEELS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AWHEELS&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
PREMIERPOL,PREMIERPOL.NS,Premier Polyfilm Limited,2026-08-21,900,HIGH_PRIORITY_CANDIDATE,True,True,70.0,False,None,True,True,True,True,False,True,86.97,65.8,70.42,62.96,,,0.98,0.353,,0.35,0.92,0.18,False,False,False,False,SOS,2026-08-19,False,True,False,False,134,"Bar vol_ratio=5.66x, spread_ratio=1.87x, close_pos=0.72. Candidate SOS: close=91.61 broke above range resistance=88.00 (+4.10%), strong close position=0.72 (threshold > 0.7), volume 5.66x avg (threshold >= 1.5x), spread 1.87x ATR",84.55,-2.8,7,False,"[HIGH_PRIORITY_CANDIDATE] Score: 70.0/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (70.4>63.0), RSI(14) Bullish (65.8), ATR Contraction (0.98<1.0)) | VSA: Vol Ratio: 0.35x, Close Pos: 0.18 | Candidate Event: SOS (Bar vol_ratio=5.66x, spread_ratio=1.87x, close_pos=0.72. Candidate SOS: close=91.61 broke above range resistance=88.00 (+4.10%), strong close position=0.72 (threshold > 0.7), volume 5.66x avg (threshold >= 1.5x), spread 1.87x ATR) | P&F Target: ₹84.55 (+-2.8% upside)",https://www.tradingview.com/chart/?symbol=NSE%3APREMIERPOL&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3APREMIERPOL&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3APREMIERPOL&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
MEESHO,MEESHO.NS,Meesho Limited,2026-08-21,176,HIGH_PRIORITY_CANDIDATE,True,True,70.0,False,None,False,True,True,True,False,True,205.69,66.0,187.41,183.14,,,0.84,0.155,,1.19,1.03,0.2,False,False,False,False,SOS,2026-08-20,False,True,False,False,24,"Bar vol_ratio=2.80x, spread_ratio=2.15x, close_pos=0.97. Candidate SOS: close=209.51 broke above range resistance=200.00 (+4.75%), strong close position=0.97 (threshold > 0.7), volume 2.80x avg (threshold >= 1.5x), spread 2.15x ATR",280.32,36.3,14,True,"[HIGH_PRIORITY_CANDIDATE] Score: 70.0/100.0 | Mech Qual: PASS (Daily DMA(50/100) Up (187.4>183.1), RSI(14) Bullish (66.0), ATR Contraction (0.84<1.0)) | VSA: Vol Ratio: 1.19x, Close Pos: 0.20 | Candidate Event: SOS (Bar vol_ratio=2.80x, spread_ratio=2.15x, close_pos=0.97. Candidate SOS: close=209.51 broke above range resistance=200.00 (+4.75%), strong close position=0.97 (threshold > 0.7), volume 2.80x avg (threshold >= 1.5x), spread 2.15x ATR) | P&F Target: ₹280.32 (+36.3% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AMEESHO&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AMEESHO&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AMEESHO&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
JBMA,JBMA.NS,JBM Auto Limited,2026-08-21,901,HIGH_PRIORITY_CANDIDATE,True,True,70.0,False,None,True,True,True,True,False,True,673.95,59.2,672.02,652.96,,,0.87,0.123,,15.09,2.37,0.73,False,False,False,False,LPS,2026-08-20,True,False,False,False,146,"Bar vol_ratio=0.73x, spread_ratio=0.75x, close_pos=0.30. Candidate LPS: higher low=620.00 vs prior Spring low=618.40 (+0.3%), holding above range support=614.10, low volume 0.73x avg (threshold < 0.75x), spread 0.75x ATR, close pos=0.30",1096.8,62.7,76,True,"[HIGH_PRIORITY_CANDIDATE] Score: 70.0/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (672.0>653.0), RSI(14) Bullish (59.2), ATR Contraction (0.87<1.0)) | VSA: Vol Ratio: 15.09x, Close Pos: 0.73 | Candidate Event: LPS (Bar vol_ratio=0.73x, spread_ratio=0.75x, close_pos=0.30. Candidate LPS: higher low=620.00 vs prior Spring low=618.40 (+0.3%), holding above range support=614.10, low volume 0.73x avg (threshold < 0.75x), spread 0.75x ATR, close pos=0.30) | P&F Target: ₹1096.80 (+62.7% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AJBMA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AJBMA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AJBMA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
VIYASH,VIYASH.NS,Viyash Scientific Limited,2026-08-21,901,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,True,True,False,True,True,275.95,57.0,267.29,246.57,,,1.1,0.128,,2.38,1.17,0.78,False,False,False,False,LPS,2026-08-20,True,False,False,False,119,"Bar vol_ratio=0.63x, spread_ratio=0.67x, close_pos=0.10. Candidate LPS: higher low=265.10 vs prior ST low=253.50 (+4.6%), holding above range support=242.85, low volume 0.63x avg (threshold < 0.75x), spread 0.67x ATR, close pos=0.10",313.85,13.7,16,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (267.3>246.6), RSI(14) Bullish (57.0), BBW Contraction) | VSA: Vol Ratio: 2.38x, Close Pos: 0.78 | Candidate Event: LPS (Bar vol_ratio=0.63x, spread_ratio=0.67x, close_pos=0.10. Candidate LPS: higher low=265.10 vs prior ST low=253.50 (+4.6%), holding above range support=242.85, low volume 0.63x avg (threshold < 0.75x), spread 0.67x ATR, close pos=0.10) | P&F Target: ₹313.85 (+13.7% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AVIYASH&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AVIYASH&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AVIYASH&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
VIJAYA,VIJAYA.NS,Vijaya Diagnostic Centre Limited,2026-08-21,900,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,True,True,False,False,True,1504.4,65.6,1374.94,1274.31,,,1.13,0.18,,0.43,0.78,0.86,False,False,False,False,SOS,2026-08-12,False,True,False,False,124,"Bar vol_ratio=5.04x, spread_ratio=1.92x, close_pos=0.86. Candidate SOS: close=1510.60 broke above range resistance=1441.80 (+4.77%), strong close position=0.86 (threshold > 0.7), volume 5.04x avg (threshold >= 1.5x), spread 1.92x ATR",1704.1,13.3,23,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (1374.9>1274.3), RSI(14) Bullish (65.6)) | VSA: Vol Ratio: 0.43x, Close Pos: 0.86 | Candidate Event: SOS (Bar vol_ratio=5.04x, spread_ratio=1.92x, close_pos=0.86. Candidate SOS: close=1510.60 broke above range resistance=1441.80 (+4.77%), strong close position=0.86 (threshold > 0.7), volume 5.04x avg (threshold >= 1.5x), spread 1.92x ATR) | P&F Target: ₹1704.10 (+13.3% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AVIJAYA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AVIJAYA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AVIJAYA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SKMEGGPROD,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,2026-08-21,901,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,False,False,True,True,True,259.05,46.0,280.71,234.73,,,0.67,0.283,,0.34,0.66,0.53,False,False,False,False,LPS,2026-08-14,True,False,False,False,138,"Bar vol_ratio=0.35x, spread_ratio=0.50x, close_pos=0.27. Candidate LPS: higher low=257.15 vs prior ST low=254.77 (+0.9%), holding above range support=225.15, low volume 0.35x avg (threshold < 0.75x), spread 0.50x ATR, close pos=0.27",301.5,16.4,14,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, ATR Contraction (0.67<1.0), BBW Contraction) | VSA: Vol Ratio: 0.34x, Close Pos: 0.53 | Candidate Event: LPS (Bar vol_ratio=0.35x, spread_ratio=0.50x, close_pos=0.27. Candidate LPS: higher low=257.15 vs prior ST low=254.77 (+0.9%), holding above range support=225.15, low volume 0.35x avg (threshold < 0.75x), spread 0.50x ATR, close pos=0.27) | P&F Target: ₹301.50 (+16.4% upside)",https://www.tradingview.com/chart/?symbol=NSE%3ASKMEGGPROD&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASKMEGGPROD&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASKMEGGPROD&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
PREMEXPLN,PREMEXPLN.NS,Premier Explosives Limited,2026-08-21,901,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,False,False,True,True,True,665.15,49.0,696.05,632.61,,,0.45,0.046,,0.38,0.74,0.23,False,False,False,False,LPS,2026-08-13,True,False,False,False,92,"Bar vol_ratio=0.38x, spread_ratio=0.76x, close_pos=0.80. Candidate LPS: higher low=649.55 vs prior ST low=649.00 (+0.1%), holding above range support=636.40, low volume 0.38x avg (threshold < 0.75x), spread 0.76x ATR, close pos=0.80",735.05,10.5,26,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, ATR Contraction (0.45<1.0), BBW Contraction) | VSA: Vol Ratio: 0.38x, Close Pos: 0.23 | Candidate Event: LPS (Bar vol_ratio=0.38x, spread_ratio=0.76x, close_pos=0.80. Candidate LPS: higher low=649.55 vs prior ST low=649.00 (+0.1%), holding above range support=636.40, low volume 0.38x avg (threshold < 0.75x), spread 0.76x ATR, close pos=0.80) | P&F Target: ₹735.05 (+10.5% upside)",https://www.tradingview.com/chart/?symbol=NSE%3APREMEXPLN&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3APREMEXPLN&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3APREMEXPLN&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
IOLCP,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,2026-08-21,901,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,True,True,False,True,True,169.52,61.3,151.75,128.87,,,1.07,0.194,,2.43,1.65,0.54,False,False,False,False,LPS,2026-08-17,True,False,False,False,100,"Bar vol_ratio=0.67x, spread_ratio=1.20x, close_pos=0.29. Candidate LPS: higher low=158.52 vs prior ST low=157.27 (+0.8%), holding above range support=123.20, low volume 0.67x avg (threshold < 0.75x), spread 1.20x ATR, close pos=0.29",191.28,12.8,10,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (151.8>128.9), RSI(14) Bullish (61.3), BBW Contraction) | VSA: Vol Ratio: 2.43x, Close Pos: 0.54 | Candidate Event: LPS (Bar vol_ratio=0.67x, spread_ratio=1.20x, close_pos=0.29. Candidate LPS: higher low=158.52 vs prior ST low=157.27 (+0.8%), holding above range support=123.20, low volume 0.67x avg (threshold < 0.75x), spread 1.20x ATR, close pos=0.29) | P&F Target: ₹191.28 (+12.8% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AIOLCP&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AIOLCP&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AIOLCP&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
GOLDIAM,GOLDIAM.NS,Goldiam International Limited,2026-08-21,901,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,True,False,True,True,True,360.35,49.5,355.86,325.01,,,0.96,0.084,,0.31,0.45,0.17,False,False,True,False,LPS,2026-08-12,True,False,False,False,123,"Bar vol_ratio=0.69x, spread_ratio=1.06x, close_pos=0.20. Candidate LPS: higher low=369.05 vs prior ST low=369.00 (+0.0%), holding above range support=305.25, low volume 0.69x avg (threshold < 0.75x), spread 1.06x ATR, close pos=0.20",426.85,18.5,18,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (355.9>325.0), ATR Contraction (0.96<1.0), BBW Contraction) | VSA: Vol Ratio: 0.31x, Close Pos: 0.17, No Supply (Dry-up) | Candidate Event: LPS (Bar vol_ratio=0.69x, spread_ratio=1.06x, close_pos=0.20. Candidate LPS: higher low=369.05 vs prior ST low=369.00 (+0.0%), holding above range support=305.25, low volume 0.69x avg (threshold < 0.75x), spread 1.06x ATR, close pos=0.20) | P&F Target: ₹426.85 (+18.5% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AGOLDIAM&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AGOLDIAM&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AGOLDIAM&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Limited,2026-08-21,901,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,False,True,True,False,True,2317.9,56.7,2235.38,2255.71,,,0.92,0.08,,0.48,0.84,0.33,False,False,False,False,LPS,2026-08-10,True,False,False,False,93,"Bar vol_ratio=0.48x, spread_ratio=0.88x, close_pos=0.00. Candidate LPS: higher low=2251.30 vs prior ST low=2202.20 (+2.2%), holding above range support=2101.00, low volume 0.48x avg (threshold < 0.75x), spread 0.88x ATR, close pos=0.00",2671.3,15.2,28,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, RSI(14) Bullish (56.7), ATR Contraction (0.92<1.0)) | VSA: Vol Ratio: 0.48x, Close Pos: 0.33 | Candidate Event: LPS (Bar vol_ratio=0.48x, spread_ratio=0.88x, close_pos=0.00. Candidate LPS: higher low=2251.30 vs prior ST low=2202.20 (+2.2%), holding above range support=2101.00, low volume 0.48x avg (threshold < 0.75x), spread 0.88x ATR, close pos=0.00) | P&F Target: ₹2671.30 (+15.2% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AGLENMARK&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AGLENMARK&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AGLENMARK&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
DIVGIITTS,DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,2026-08-21,850,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,True,True,False,False,True,1217.9,66.7,992.06,861.73,,,1.28,0.489,,0.33,1.17,0.12,False,False,False,False,SOS,2026-08-14,False,True,False,False,107,"Bar vol_ratio=2.56x, spread_ratio=1.89x, close_pos=0.82. Candidate SOS: close=1301.05 broke above range resistance=1288.00 (+1.01%), strong close position=0.82 (threshold > 0.7), volume 2.56x avg (threshold >= 1.5x), spread 1.89x ATR",1445.45,18.7,30,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (992.1>861.7), RSI(14) Bullish (66.7)) | VSA: Vol Ratio: 0.33x, Close Pos: 0.12 | Candidate Event: SOS (Bar vol_ratio=2.56x, spread_ratio=1.89x, close_pos=0.82. Candidate SOS: close=1301.05 broke above range resistance=1288.00 (+1.01%), strong close position=0.82 (threshold > 0.7), volume 2.56x avg (threshold >= 1.5x), spread 1.89x ATR) | P&F Target: ₹1445.45 (+18.7% upside)",https://www.tradingview.com/chart/?symbol=NSE%3ADIVGIITTS&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ADIVGIITTS&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ADIVGIITTS&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
CAPLIPOINT,CAPLIPOINT.NS,Caplin Point Laboratories Limited,2026-08-21,900,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,True,False,True,True,True,2560.8,52.0,2545.67,2214.03,,,0.89,0.071,,0.47,0.52,0.8,False,True,False,False,LPS,2026-08-18,True,False,False,False,132,"Bar vol_ratio=0.62x, spread_ratio=0.56x, close_pos=0.45. Candidate LPS: higher low=2506.10 vs prior ST low=2460.60 (+1.8%), holding above range support=2121.30, low volume 0.62x avg (threshold < 0.75x), spread 0.56x ATR, close pos=0.45",2859.7,11.7,22,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (2545.7>2214.0), ATR Contraction (0.89<1.0), BBW Contraction) | VSA: Vol Ratio: 0.47x, Close Pos: 0.80, No Demand | Candidate Event: LPS (Bar vol_ratio=0.62x, spread_ratio=0.56x, close_pos=0.45. Candidate LPS: higher low=2506.10 vs prior ST low=2460.60 (+1.8%), holding above range support=2121.30, low volume 0.62x avg (threshold < 0.75x), spread 0.56x ATR, close pos=0.45) | P&F Target: ₹2859.70 (+11.7% upside)",https://www.tradingview.com/chart/?symbol=NSE%3ACAPLIPOINT&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ACAPLIPOINT&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ACAPLIPOINT&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
AUROPHARMA,AUROPHARMA.NS,Aurobindo Pharma Limited,2026-08-21,900,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,True,False,True,False,True,1621.3,54.0,1565.54,1498.62,,,0.99,0.093,,0.75,0.64,0.89,False,False,False,False,SOS,2026-08-07,False,True,False,False,109,"Bar vol_ratio=2.00x, spread_ratio=2.05x, close_pos=0.95. Candidate SOS: close=1658.00 broke above range resistance=1636.80 (+1.30%), strong close position=0.95 (threshold > 0.7), volume 2.00x avg (threshold >= 1.5x), spread 2.05x ATR",1818.7,12.2,25,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (1565.5>1498.6), ATR Contraction (0.99<1.0)) | VSA: Vol Ratio: 0.75x, Close Pos: 0.89 | Candidate Event: SOS (Bar vol_ratio=2.00x, spread_ratio=2.05x, close_pos=0.95. Candidate SOS: close=1658.00 broke above range resistance=1636.80 (+1.30%), strong close position=0.95 (threshold > 0.7), volume 2.00x avg (threshold >= 1.5x), spread 2.05x ATR) | P&F Target: ₹1818.70 (+12.2% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AAUROPHARMA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AAUROPHARMA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AAUROPHARMA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
ATLANTAELE,ATLANTAELE.NS,Atlanta Electricals Limited,2026-08-21,224,HIGH_PRIORITY_CANDIDATE,True,True,68.5,False,None,True,True,True,False,False,True,1846.9,63.9,1711.25,1682.78,,,1.01,0.21,,2.69,1.89,0.93,False,False,False,False,LPS,2026-08-20,True,False,False,False,22,"Bar vol_ratio=0.72x, spread_ratio=1.05x, close_pos=0.08. Candidate LPS: higher low=1682.00 vs prior ST low=1619.00 (+3.9%), holding above range support=1493.00, low volume 0.72x avg (threshold < 0.75x), spread 1.05x ATR, close pos=0.08",2168.6,17.4,16,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.5/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (1711.2>1682.8), RSI(14) Bullish (63.9)) | VSA: Vol Ratio: 2.69x, Close Pos: 0.93 | Candidate Event: LPS (Bar vol_ratio=0.72x, spread_ratio=1.05x, close_pos=0.08. Candidate LPS: higher low=1682.00 vs prior ST low=1619.00 (+3.9%), holding above range support=1493.00, low volume 0.72x avg (threshold < 0.75x), spread 1.05x ATR, close pos=0.08) | P&F Target: ₹2168.60 (+17.4% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AATLANTAELE&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AATLANTAELE&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AATLANTAELE&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
SHANKARA,SHANKARA.NS,Shankara Building Products Limited,2026-08-21,899,HIGH_PRIORITY_CANDIDATE,True,True,68.0,False,None,True,True,True,True,True,True,143.29,64.7,134.2,126.65,,,0.66,0.031,,0.26,1.12,0.59,False,False,False,False,LPS,2026-07-27,True,False,False,False,105,"Bar vol_ratio=0.26x, spread_ratio=0.38x, close_pos=0.42. Candidate LPS: higher low=140.07 vs prior ST low=138.15 (+1.4%), holding above range support=110.35, low volume 0.26x avg (threshold < 0.75x), spread 0.38x ATR, close pos=0.42",185.87,29.7,3,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.0/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (134.2>126.7), RSI(14) Bullish (64.7), ATR Contraction (0.66<1.0), BBW Contraction) | VSA: Vol Ratio: 0.26x, Close Pos: 0.59 | Candidate Event: LPS (Bar vol_ratio=0.26x, spread_ratio=0.38x, close_pos=0.42. Candidate LPS: higher low=140.07 vs prior ST low=138.15 (+1.4%), holding above range support=110.35, low volume 0.26x avg (threshold < 0.75x), spread 0.38x ATR, close pos=0.42) | P&F Target: ₹185.87 (+29.7% upside)",https://www.tradingview.com/chart/?symbol=NSE%3ASHANKARA&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3ASHANKARA&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3ASHANKARA&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
QUADFUTURE,QUADFUTURE.NS,Quadrant Future Tek Limited,2026-08-21,401,HIGH_PRIORITY_CANDIDATE,True,True,68.0,False,None,True,True,True,True,True,True,405.35,61.4,396.14,352.99,,,0.92,0.168,,11.73,3.47,1.0,False,False,False,False,LPS,2026-08-04,True,False,False,False,39,"Bar vol_ratio=0.32x, spread_ratio=0.58x, close_pos=0.17. Candidate LPS: higher low=351.10 vs prior ST low=344.50 (+1.9%), holding above range support=281.20, low volume 0.32x avg (threshold < 0.75x), spread 0.58x ATR, close pos=0.17",623.1,53.7,18,False,"[HIGH_PRIORITY_CANDIDATE] Score: 68.0/100.0 | Mech Qual: PASS (Weekly WMA Up, Daily DMA(50/100) Up (396.1>353.0), RSI(14) Bullish (61.4), ATR Contraction (0.92<1.0), BBW Contraction) | VSA: Vol Ratio: 11.73x, Close Pos: 1.00 | Candidate Event: LPS (Bar vol_ratio=0.32x, spread_ratio=0.58x, close_pos=0.17. Candidate LPS: higher low=351.10 vs prior ST low=344.50 (+1.9%), holding above range support=281.20, low volume 0.32x avg (threshold < 0.75x), spread 0.58x ATR, close pos=0.17) | P&F Target: ₹623.10 (+53.7% upside)",https://www.tradingview.com/chart/?symbol=NSE%3AQUADFUTURE&interval=D,https://www.tradingview.com/chart/?symbol=NSE%3AQUADFUTURE&interval=W,https://www.tradingview.com/chart/?symbol=NSE%3AQUADFUTURE&interval=75,pending,data/research_datasets/20260824,2026-08-24 10:05:13 UTC
